icd_code,ais_code,prob
D308.3,811012,0.004377
D308.9,122802,0.00412162
D309.0,640260,0.0117348
D309.21,110600,1.42639e-05
D309.24,750512,0.0100164
D309.28,542826,0.00389628
D309.3,811006,0.000847087
D309.4,545299,0.00975565
D309.8,210600,1.22039e-05
D309.81,640642,0.0205096
D309.89,240408,0.000405849
D309.9,752263,0.006005
D310.0,140614,0.00305105
D310.1,100099,2.11059e-05
D310.2,121406,0.0120029
D310.81,140650,1.31835e-05
D310.89,541824,0.000135916
D310.9,751101,0.000149353
D311,640642,0.0204891
D312.00,121699,0.0051611
D312.3,310600,0.000208113
D312.30,750512,0.0100165
D312.34,770520,0.00231016
D312.35,650630,4.15477e-05
D312.89,711005,8.63595e-05
D312.9,243206,0.00809577
D313.81,140612,0.000480082
D314.0,841000,0.000506234
D314.00,441422,0.0148884
D314.01,132202,0.0792231
D314.9,442209,0.000142177
D315.00,240207,0.0248911
D315.09,650216,2.73434e-05
D315.2,422206,0.00317421
D315.35,840602,0.000268449
D315.39,853221,2.30495e-05
D315.8,771020,0.000273125
D315.9,770520,0.00231017
D316,751331,0.000193632
D317,640664,0.00269298
D318.0,700099,0.000450358
D318.1,200099,0.000774549
D318.2,243299,0.00869117
D319,812003,0.00396149
D320.2,140648,0.000180228
D320.82,853352,0.000266692
D320.9,131602,0.00246115
D321.0,853151,6.43184e-06
D322.0,140624,0.000744538
D322.9,130802,0.00272616
D323.01,140694,2.20274e-05
D323.42,850099,0.00186914
D323.81,140690,0.000613346
D323.82,243204,0.000611132
D323.9,140450,0.00210686
D324.0,640410,0.0043104
D324.1,640200,0.000140874
D325,320899,0.00510456
D326,650630,4.08233e-05
D327.00,442202,1.4028e-05
D327.01,716002,0.000356649
D327.09,752163,0.000659813
D327.20,750900,6.14693e-05
D327.23,640622,0.011616
D327.24,854161,0.000307996
D327.25,751100,4.77071e-05
D327.26,140650,1.31652e-05
D327.27,442208,0.00032142
D327.29,853000,5.68781e-05
D327.33,853221,2.30045e-05
D327.39,751101,7.48186e-05
D327.8,752461,0.000289314
D331.0,442608,0.00416112
D331.3,140422,0.00149856
D331.4,240699,0.00511523
D331.5,310202,0.000375696
D331.6,772520,0.000371185
D331.8,771010,0.000204595
D331.82,640600,0.000780736
D331.83,240799,0.00133853
D331.89,752400,9.27434e-05
D331.9,640229,0.00187006
D332.0,640622,0.011643
D332.1,140626,0.00111928
D333.0,640622,0.0116438
D333.1,520299,0.00185594
D333.2,321016,0.00250581
D333.4,800099,0.000402064
D333.5,450200,3.72868e-05
D333.6,853151,6.43334e-06
D333.71,853221,2.30712e-05
D333.72,140651,2.63608e-05
D333.79,140675,0.000163885
D333.83,140652,2.27721e-05
D333.85,516004,0.000700754
D333.9,853171,4.70428e-05
D333.90,854272,6.40986e-05
D333.92,321012,0.00251682
D333.93,873020,0.000216032
D333.94,640622,0.0116438
D333.99,650634,4.70784e-05
D334.0,251201,0.000173863
D334.1,853151,6.05382e-06
D334.2,650630,4.16503e-05
D334.3,810604,9.66653e-05
D334.9,100099,2.11119e-05
D335.10,140629,5.49607e-05
D335.20,140622,0.000560049
D335.22,541614,0.00119606
D335.24,251201,0.000173056
D335.29,650632,3.58836e-05
D336.0,543222,0.0031521
D336.1,640401,0.00730065
D336.3,640230,0.00350386
D336.8,640229,0.00187008
D336.9,640264,0.000802166
D337.00,140210,0.000277567
D337.09,251604,0.000514456
D337.1,240699,0.00511524
D337.20,873010,0.000418001
D337.21,441402,5.27319e-05
D337.22,640678,6.13365e-05
D337.29,544422,0.000961013
D337.3,640420,0.00167528
D337.9,441200,0.011886
D338.0,772089,0.00114877
D338.11,340103,0.0185761
D338.12,410099,0.000692908
D338.18,440102,0.0136513
D338.19,650409,0.00386178
D338.21,120199,0.00494274
D338.28,410202,7.37993e-05
D338.29,877710,0.0210509
D338.3,251235,0.000152046
D338.4,640626,0.0482646
D339.00,812004,0.000495608
D339.20,251215,0.00120944
D339.21,710099,0.00139354
D339.3,650204,0.000173051
D339.89,650630,4.16532e-05
D340,650402,0.00537715
D341.9,140651,2.60855e-05
D342.0,441499,0.000841727
D342.00,751222,0.000639037
D342.01,750662,0.0199494
D342.02,441411,0.000336144
D342.10,450200,3.72655e-05
D342.11,140668,0.000133713
D342.80,240812,0.00493336
D342.81,740402,0.000283895
D342.82,130606,0.00357767
D342.9,140610,0.0021454
D342.90,320410,0.0190122
D342.91,320218,0.00542995
D342.92,140458,0.00269336
D343.0,854463,8.33394e-05
D343.1,854361,0.000113788
D343.2,110804,0.000741645
D343.8,752600,8.63446e-05
D343.9,243299,0.00869117
D344.0,753200,0.000127502
D344.00,640270,0.0103842
D344.01,640272,0.0038721
D344.02,340102,0.00522184
D344.03,640201,0.000968558
D344.04,230299,0.00337591
D344.09,640260,0.0117343
D344.1,640410,0.00862022
D344.2,650206,0.000691142
D344.30,720299,0.00159379
D344.31,640618,0.00186478
D344.40,830604,0.00377638
D344.60,640426,0.0103223
D344.61,640620,0.00704754
D344.81,640234,0.00444755
D344.89,140636,0.000162349
D344.9,640401,0.00730058
D345.0,740220,0.00025135
D345.00,521404,0.000680826
D345.01,540699,0.000553381
D345.1,243400,0.000278422
D345.10,240604,0.00101483
D345.11,20006,0.0012057
D345.2,540899,0.000280193
D345.3,140618,0.00369778
D345.4,853161,7.64479e-06
D345.40,640418,0.00111138
D345.5,140639,0.000186005
D345.50,110404,0.00988265
D345.71,640210,0.000184634
D345.8,753200,0.000127395
D345.80,243299,0.00869113
D345.81,857600,0.000542943
D345.9,243400,0.000278433
D345.90,545222,0.0174714
D345.91,853371,0.000529673
D346.00,840602,0.000268396
D346.1,161003,6.02275e-05
D346.10,857271,0.000919399
D346.20,251201,0.000173908
D346.30,100099,2.10241e-05
D346.70,856161,5.35046e-05
D346.72,516000,7.56948e-05
D346.80,12008,0.00413384
D346.9,140474,0.0040543
D346.90,877720,0.0045827
D346.91,441430,0.00023056
D346.92,858161,0.00246808
D346.93,772430,0.000375101
D347.00,820806,0.00132582
D347.01,752801,6.64851e-05
D348.0,521604,0.00140404
D348.1,140702,0.0191986
D348.2,210606,0.00239093
D348.30,131899,0.00896334
D348.31,241602,0.0106124
D348.39,140470,0.0124545
D348.4,120802,0.0358796
D348.5,140670,0.0391969
D348.82,12008,0.0330324
D348.89,140682,0.0569692
D348.9,140686,0.00356902
D349.0,857200,0.000121674
D349.2,650604,0.000856384
D349.31,640246,0.00184974
D349.39,821299,0.00249814
D349.81,131499,0.00624418
D349.82,10004,0.00445057
D349.89,140410,0.000648688
D349.9,854372,0.000383982
D350.1,772599,0.000756643
D350.2,243099,0.000183416
D350.8,140651,2.62908e-05
D351.0,131602,0.00738284
D351.8,250400,9.67466e-05
D351.9,131699,0.001714
D352.9,251099,0.000792303
D353.0,630224,0.011208
D353.1,650622,0.000776487
D353.6,711012,0.026564
D353.8,541826,0.000141859
D353.9,912000,7.19671e-05
D354.0,814008,0.00545136
D354.1,730499,0.00132929
D354.2,752401,0.00227155
D354.3,630224,0.011209
D354.8,730499,0.000664077
D354.9,650403,0.00915499
D355.0,830499,0.00236674
D355.1,650618,0.000339176
D355.2,772410,0.000327742
D355.3,640410,0.00431039
D355.6,870410,0.0018646
D355.79,250400,9.6836e-05
D355.8,650403,0.00915076
D355.9,630499,0.0229931
D356.1,873099,0.00078002
D356.4,910600,3.06503e-05
D356.8,541612,0.000381675
D356.9,640230,0.0035038
D357.0,650232,0.000134915
D357.2,630216,0.0154813
D357.3,740400,0.000287638
D357.4,450201,2.43673e-05
D357.5,150408,0.000633243
D357.6,251802,0.000437595
D357.7,852004,0.000297117
D357.81,877110,9.99726e-05
D357.82,521199,0.000866593
D358.00,441004,0.000739153
D358.8,853161,7.41855e-06
D358.9,541899,0.00127261
D359.0,853271,4.38509e-05
D359.1,752571,0.00389836
D359.21,541422,0.000354681
D359.22,853271,4.38807e-05
D359.4,510402,4.3281e-05
D359.71,140608,0.000679372
D359.81,420404,0.00869758
D359.89,858200,0.000302721
D359.9,877110,9.99719e-05
D360.00,912002,0.000136003
D360.01,241204,0.0193583
D360.19,752401,0.00227169
D360.20,241209,0.00298331
D360.21,140639,0.000186564
D360.30,241499,0.00445965
D360.34,320699,0.00427218
D360.43,241499,0.00445975
D360.44,810402,2.09218e-05
D360.61,410600,0.000176361
D360.69,216000,0.000408289
D360.89,910600,2.90335e-05
D361.00,240804,0.0164025
D361.01,241200,0.00011677
D361.07,854466,0.000168731
D361.31,250400,9.61448e-05
D361.32,240499,8.80571e-05
D361.89,130606,0.00357767
D361.9,320404,0.0046157
D362.01,251699,0.00159708
D362.02,877199,0.000608354
D362.03,650616,4.17194e-05
D362.04,853161,7.69379e-06
D362.06,750951,0.00013007
D362.07,858200,0.000302736
D362.10,752163,0.000659896
D362.11,877199,0.000608356
D362.13,650630,4.15522e-05
D362.30,750500,4.808e-05
D362.31,150204,0.000343114
D362.34,140604,0.000134799
D362.35,161003,6.02467e-05
D362.5,753200,0.000127487
D362.50,770520,0.00231014
D362.51,640412,0.00494183
D362.60,140651,2.63775e-05
D362.63,416002,8.45566e-05
D362.74,753200,0.000127446
D362.81,241099,0.00737068
D362.83,751362,0.000606043
D362.84,320406,0.00696047
D362.89,873020,0.000216171
D362.9,320204,0.00600998
D363.20,240599,0.0104873
D363.30,241699,0.00126684
D363.32,856101,7.93883e-05
D363.61,251200,5.79527e-05
D363.63,240599,0.0104873
D363.70,241499,0.00445973
D363.72,241699,0.00126634
D363.8,441800,0.00111725
D364.00,716022,0.000559573
D364.01,410202,7.36336e-05
D364.04,251201,0.00017384
D364.3,241699,0.00380025
D364.41,240502,0.00572049
D364.70,251201,0.000173916
D364.75,251221,6.02552e-05
D364.76,241204,0.0193579
D364.9,854171,2.05964e-05
D365.00,912020,0.00278143
D365.04,140626,0.00111932
D365.10,251699,0.00159697
D365.11,250616,0.000277915
D365.20,140602,8.47085e-05
D365.22,240699,0.00511525
D365.52,853151,6.40722e-06
D365.65,250400,9.68692e-05
D365.70,250400,9.6857e-05
D365.89,216002,0.000317036
D365.9,321004,0.0063017
D366.10,856161,5.40187e-05
D366.16,250804,0.000211069
D366.20,240789,0.0048276
D366.22,240620,0.000604019
D366.8,442602,0.00777575
D366.9,240699,0.00511474
D367.1,240699,0.005115
D367.20,250602,0.000232744
D367.4,420204,0.00591749
D367.52,131402,0.00327842
D367.9,251802,0.000439693
D368.00,441800,0.00111835
D368.11,240812,0.00493222
D368.12,80004,0.00357531
D368.13,251215,0.00120949
D368.15,540640,0.00040121
D368.16,640232,0.000851257
D368.2,131499,0.0124878
D368.40,140602,8.47121e-05
D368.41,751362,0.00060611
D368.42,240699,0.00511525
D368.44,251099,0.000792353
D368.45,753200,0.000254967
D368.46,140676,0.00127556
D368.8,240802,0.0136935
D368.9,241699,0.00253351
D369.0,856200,5.39051e-05
D369.00,130606,0.00357716
D369.01,140654,7.78398e-05
D369.10,853151,6.3003e-06
D369.3,516006,0.000565182
D369.4,12004,0.0010592
D369.6,854455,6.77279e-05
D369.60,240599,0.0101543
D369.61,243404,0.00047531
D369.63,853331,6.46476e-05
D369.64,240204,0.000791549
D369.67,852004,0.000297031
D369.70,858200,0.000302801
D369.8,130602,0.00352036
D369.9,716026,0.0029477
D370.0,140631,0.000570661
D370.00,856252,0.00245629
D370.03,230202,0.00354196
D370.04,640428,0.000390714
D370.06,140628,0.000238793
D370.21,240604,0.00101691
D370.24,853161,7.45504e-06
D370.34,130606,0.00357768
D370.40,416000,9.4203e-05
D370.49,240603,0.00158894
D370.8,813003,0.000345854
D370.9,240602,0.000512678
D371.00,240499,8.87348e-05
D371.20,640412,0.00494177
D371.22,240611,0.00767486
D371.40,131602,0.00246061
D371.41,853151,6.05746e-06
D371.50,854172,8.0713e-05
D371.57,854461,0.000176138
D371.60,140682,0.000142392
D371.89,241209,0.00298339
D372.00,544222,7.99813e-05
D372.03,210604,7.67632e-05
D372.06,240604,0.00101443
D372.14,240499,8.87674e-05
D372.30,251804,0.0010433
D372.39,810804,0.00038524
D372.40,873099,0.000780449
D372.51,140606,0.000129199
D372.63,857451,0.00385545
D372.71,240602,0.000510534
D372.72,240416,0.0114449
D372.73,240604,0.00485657
D372.74,121006,0.0044501
D372.89,820204,0.000809093
D373.00,240499,8.84593e-05
D373.11,752361,6.63102e-05
D373.2,877110,9.9974e-05
D373.3,771020,0.000273301
D374.00,140627,0.000659918
D374.10,240604,0.00101671
D374.20,131602,0.00246115
D374.22,640248,0.00805556
D374.23,240499,8.87471e-05
D374.30,240599,0.010468
D374.33,130602,0.003525
D374.34,131602,0.00246116
D374.41,251201,0.000173864
D374.46,251201,0.000173912
D374.82,240599,0.0104874
D375.15,730406,0.00146789
D375.56,140612,0.000481149
D376.01,240499,8.8802e-05
D376.12,450200,3.7271e-05
D376.30,130606,0.00715241
D376.32,441006,0.00142656
D376.33,640230,0.00350373
D376.42,161013,0.000382993
D376.44,140402,0.000609609
D376.50,630299,0.000800095
D376.51,640478,0.000123313
D376.52,130802,0.00272662
D376.6,251200,5.75521e-05
D376.82,250400,9.68347e-05
D376.89,240812,0.00493188
D376.9,216000,0.000409192
D377.00,441407,9.93015e-05
D377.10,240599,0.0104876
D377.15,770720,0.000511505
D377.30,130602,0.00352497
D377.31,140650,1.32073e-05
D377.39,240599,0.0104874
D377.41,441430,0.000230592
D377.42,230202,0.00358215
D377.49,310402,0.000242362
D377.75,140602,8.47139e-05
D377.9,750622,0.00358401
D378.00,131602,0.00246116
D378.10,131602,0.00246111
D378.30,853351,6.00188e-05
D378.31,241699,0.00126671
D378.32,251806,0.000265791
D378.51,130802,0.00545311
D378.52,130804,0.0156819
D378.53,110806,0.00287166
D378.54,131402,0.00983554
D378.55,251215,0.00115961
D378.56,131402,0.00327832
D378.7,240416,0.000267071
D378.8,161003,5.88336e-05
D378.82,116004,0.000211686
D378.9,240699,0.00511525
D379.0,251406,0.000444447
D379.00,140608,0.000679413
D379.04,241200,0.00011668
D379.05,910400,3.46396e-05
D379.21,752800,5.87733e-05
D379.23,241603,0.0183441
D379.24,240799,0.00134201
D379.29,541810,0.000433958
D379.31,852004,0.00029707
D379.32,250603,0.000139418
D379.33,240814,0.0371172
D379.34,240812,0.0098667
D379.41,240904,0.0158747
D379.42,241000,0.00595049
D379.43,341606,0.00412941
D379.49,542699,0.00816406
D379.50,543210,0.00154576
D379.56,131899,0.00896875
D379.8,770720,0.000511485
D379.90,140655,8.1762e-05
D379.91,541640,0.00292307
D379.92,200099,0.00153659
D379.93,874034,0.00083052
D379.99,241200,0.000115121
D380.01,912006,1.98037e-05
D380.10,421002,0.0132139
D380.22,772499,0.000483745
D380.31,544224,8.06228e-05
D380.4,821206,0.00163573
D380.51,240216,0.000789554
D380.89,752553,0.000365819
D381.00,854361,0.000113384
D381.10,821206,0.00163561
D381.4,873020,0.000216209
D381.81,857201,0.000456615
D382.01,240216,0.000789566
D382.3,450209,0.00014422
D382.9,421002,0.0132139
D383.1,140606,0.000129249
D383.9,771010,0.000205126
D384.20,240216,0.00236847
D384.25,240204,0.000791561
D384.9,240208,0.00296271
D385.23,240212,0.0132991
D385.33,140640,0.000184716
D385.89,240208,0.00879849
D386.00,321006,0.00157212
D386.10,140678,6.39637e-05
D386.11,251215,0.00120946
D386.12,140204,0.000676057
D386.19,210600,1.22476e-05
D386.2,853151,6.40073e-06
D386.30,450804,3.32857e-05
D386.50,650216,2.74066e-05
D386.58,140606,0.000129162
D386.9,752651,0.00294586
D388.01,161003,6.07096e-05
D388.11,420202,0.000487386
D388.30,710099,0.00139347
D388.6,240299,0.000443906
D388.60,110804,0.00074175
D388.61,10006,0.00427575
D388.69,140208,0.0050421
D388.70,541899,0.00127249
D388.8,814006,0.000311342
D388.9,751100,4.75196e-05
D389.0,131899,0.00896902
D389.00,240212,0.0044258
D389.01,240299,0.000443718
D389.02,752664,0.000630606
D389.05,772510,0.00197711
D389.06,853361,6.17531e-05
D389.1,753200,0.000127509
D389.10,640424,0.000247494
D389.11,650420,6.84135e-05
D389.15,840405,0.000341349
D389.17,541810,0.000434602
D389.18,752113,9.35062e-05
D389.21,240204,0.000791554
D389.7,543020,0.00137298
D389.8,650212,0.000974019
D389.9,131899,0.00896711
D390,772032,0.000421361
D394.0,541626,0.000381318
D394.2,853161,7.24118e-06
D394.9,251099,0.000792189
D395.0,140643,0.000741907
D396.0,650217,9.41646e-05
D396.1,853171,4.6963e-05
D396.2,450214,0.000323748
D396.3,640229,0.00187009
D396.8,450214,0.000323737
D396.9,240604,0.00101671
D397.0,640446,0.00257663
D398.90,720099,0.00137348
D398.91,140650,1.31297e-05
D401.0,321008,0.00310769
D401.1,420499,0.00628959
D401.9,320412,0.0343002
D402.01,140446,0.000364709
D402.11,854000,4.62657e-05
D402.9,140629,5.5603e-05
D402.90,442608,0.00416472
D402.91,140426,0.00187036
D403.00,12004,0.00105951
D403.01,854111,7.84894e-05
D403.1,251200,5.70546e-05
D403.10,140631,0.000568518
D403.11,840406,0.00129573
D403.9,540699,0.000553377
D403.90,140470,0.0124472
D403.91,640406,0.00684
D404.00,650230,5.29513e-05
D404.01,140446,0.000364759
D404.90,650617,0.000235766
D404.91,140676,0.00127543
D404.92,752801,6.65425e-05
D404.93,650216,2.73335e-05
D405.09,853171,4.67097e-05
D405.11,450200,3.72228e-05
D405.91,541620,0.000312491
D405.99,877120,0.000322764
D410.00,250400,9.68429e-05
D410.01,840204,0.00228049
D410.10,912000,7.20959e-05
D410.11,640422,0.00534133
D410.12,640210,0.000184734
D410.21,544210,0.000422622
D410.31,814000,0.0015915
D410.40,854112,0.000214145
D410.41,140426,0.00186882
D410.42,853151,6.44465e-06
D410.51,310602,0.000168013
D410.60,140695,6.60511e-05
D410.7,854455,3.37707e-05
D410.70,811003,0.000246218
D410.71,545026,0.00337238
D410.72,858200,0.000302815
D410.81,240416,0.000267666
D410.9,140675,0.000163917
D410.90,541024,0.00240843
D410.91,812009,0.00952389
D410.92,752352,0.000680927
D411.1,544824,0.00259411
D411.81,853351,6.00846e-05
D411.89,12008,0.00413429
D412,420499,0.00626752
D413.1,640410,0.0043104
D413.9,772020,0.000456433
D414.0,240604,0.00101687
D414.00,877210,0.0106998
D414.01,131802,0.0197923
D414.02,140639,0.000186312
D414.03,161000,8.27853e-06
D414.04,853151,6.44005e-06
D414.05,140602,8.4749e-05
D414.06,540822,0.000179481
D414.10,857400,0.000128859
D414.12,441006,0.00142662
D414.2,640422,0.00534159
D414.4,340102,0.00522222
D414.8,520404,0.00488205
D414.9,854561,0.000793452
D415.0,854455,3.38292e-05
D415.1,640410,0.0043104
D415.11,520099,0.00187949
D415.13,421299,0.0112232
D415.19,122004,0.0377264
D416.0,752354,0.00118134
D416.2,840200,0.0013207
D416.8,421804,0.00600497
D416.9,441450,0.00115417
D417.1,240499,8.86249e-05
D417.8,251000,2.26774e-05
D420.9,857400,0.000128485
D420.90,542622,0.0243584
D420.91,541810,0.000434637
D420.99,856272,0.00462911
D421.0,772410,0.000327668
D422.91,877134,0.00115047
D423.0,441603,0.00411178
D423.3,442610,0.0259911
D423.8,544410,0.00220103
D423.9,716006,0.00498986
D424.0,752263,0.00599639
D424.1,441200,0.0118861
D424.2,241699,0.00126548
D424.3,640229,0.00187009
D424.90,712000,0.00108963
D424.91,420404,0.0086976
D424.99,751361,0.000367784
D425.11,241203,0.00105821
D425.18,140639,0.000186532
D425.4,720899,0.00448851
D425.5,140614,0.000618004
D425.8,540299,0.00117103
D425.9,541099,0.0016446
D426.0,422099,0.00156938
D426.1,110600,1.20483e-05
D426.10,441099,0.00138563
D426.11,640272,0.0038721
D426.12,340102,0.00522231
D426.13,441450,0.00115412
D426.2,810802,0.000427275
D426.3,640412,0.00493948
D426.4,320412,0.0176271
D426.5,854461,0.000176067
D426.50,752521,0.000136658
D426.51,713000,0.000598435
D426.52,640230,0.00350373
D426.53,854352,0.000318687
D426.54,751101,7.48021e-05
D426.6,750671,0.000142256
D426.7,770710,0.000854477
D426.8,161003,6.05453e-05
D426.82,857351,0.000654345
D426.89,740099,0.000709038
D426.9,542220,0.00106559
D427.0,320213,0.00773253
D427.1,241602,0.0106124
D427.2,545024,0.00258111
D427.3,410606,0.00407036
D427.31,210806,0.0121542
D427.32,320412,0.0176272
D427.4,441089,0.00600646
D427.41,421009,0.0214254
D427.5,12008,0.110295
D427.61,240604,0.00101685
D427.69,421804,0.006005
D427.8,650216,2.70867e-05
D427.81,240599,0.0104876
D427.89,640648,0.0252323
D427.9,421002,0.0132139
D428.0,122004,0.0377132
D428.1,544299,0.000417304
D428.20,520299,0.00185653
D428.21,441200,0.0118861
D428.22,340299,0.00261923
D428.23,821299,0.00249818
D428.30,140696,0.00870182
D428.31,858200,0.000605669
D428.32,640406,0.00684011
D428.33,140402,0.000610209
D428.40,751100,9.5518e-05
D428.41,250400,9.68773e-05
D428.42,630606,0.00202366
D428.43,450299,0.00213008
D428.9,441089,0.00600639
D429.0,853151,6.40474e-06
D429.1,450802,0.000532921
D429.2,250400,9.68836e-05
D429.3,870499,0.00607672
D429.5,650630,4.15914e-05
D429.6,441099,0.00138536
D429.71,140646,0.000478608
D429.8,856161,5.40055e-05
D429.83,510800,0.00165502
D429.89,810804,0.000385807
D429.9,870420,0.00253853
D430,640242,0.00617667
D431,140696,0.00870178
D432.0,640229,0.00187009
D432.1,140626,0.00326526
D432.9,140686,0.0035696
D433.00,810099,0.000884944
D433.1,854461,0.000176223
D433.10,240599,0.010214
D433.11,320204,0.0060061
D433.2,441699,0.000860221
D433.20,122899,0.0102893
D433.21,321016,0.00250582
D433.30,858273,0.00396919
D433.31,854111,7.86009e-05
D433.80,140650,1.32188e-05
D433.81,752600,8.63155e-05
D433.90,140693,1.62274e-05
D433.91,858121,0.000176166
D434.0,210402,1.57548e-05
D434.00,140629,5.53675e-05
D434.01,720206,0.00574169
D434.11,750662,0.0199494
D434.9,140652,2.26298e-05
D434.90,121404,0.0053106
D434.91,121804,0.0103184
D435.0,150200,3.15628e-05
D435.2,857300,7.7416e-05
D435.3,650416,4.69714e-05
D435.8,830499,0.00236673
D435.9,321012,0.00251681
D436,650224,0.000103761
D437.0,140470,0.0124545
D437.1,650210,0.00109889
D437.2,140450,0.00210693
D437.3,130804,0.0156586
D437.4,140639,0.000186571
D437.5,120099,0.0012685
D437.6,140649,0.00178421
D437.7,750761,0.00217011
D437.8,912007,9.54217e-05
D437.9,140641,0.00102586
D438.0,640608,0.00132634
D438.10,800099,0.000402063
D438.11,544499,0.0014296
D438.12,240604,0.00101689
D438.13,320216,0.00431033
D438.19,140652,2.27369e-05
D438.20,140470,0.0124545
D438.21,340604,0.00157119
D438.22,140407,0.00274764
D438.30,140651,2.63939e-05
D438.40,854461,0.000176278
D438.50,650218,9.64892e-05
D438.53,140652,2.28387e-05
D438.6,772599,0.000756623
D438.7,140678,6.402e-05
D438.81,810602,3.10891e-05
D438.82,640608,0.00132634
D438.83,541612,0.00038198
D438.84,251699,0.00159718
D438.85,140675,0.000163921
D438.89,140470,0.0124545
D438.9,713005,0.000866812
D440.0,770510,0.0092471
D440.1,544214,0.000830468
D440.20,915000,0.00417943
D440.21,813002,0.00105907
D440.22,751171,5.32722e-05
D440.23,854456,0.0001282
D440.24,857400,0.00012888
D440.29,520698,0.00560513
D440.31,751100,4.76649e-05
D440.4,812006,0.00101439
D440.8,544810,0.00497955
D440.9,241699,0.00126688
D441.00,320412,0.017627
D441.01,420204,0.0118351
D441.02,420299,0.000635819
D441.03,420212,0.00521253
D441.1,520299,0.00185645
D441.2,420099,0.00410073
D441.3,520299,0.00185648
D441.4,812003,0.0039403
D441.5,772589,0.00165062
D441.7,854500,5.77213e-05
D441.9,640664,0.00269263
D442.0,720608,0.000340422
D442.1,420212,0.00521256
D442.2,420212,0.00521257
D442.3,814002,0.00109647
D442.8,250610,0.000132816
D442.81,420499,0.00628779
D442.83,521402,0.00175045
D442.84,541826,0.000141827
D442.89,121606,0.0104327
D442.9,12008,0.00413432
D443.0,874034,0.00166137
D443.1,856101,7.92963e-05
D443.21,320215,0.0191279
D443.22,520602,0.00139695
D443.23,521402,0.00174622
D443.24,321017,0.0303846
D443.29,120402,0.0181784
D443.81,650402,0.00537641
D443.89,820804,0.00417439
D443.9,120204,0.0120787
D444.09,915000,0.00417956
D444.1,520499,0.0031659
D444.2,854361,0.000114092
D444.21,240621,0.0118541
D444.22,772541,0.00630104
D444.81,915000,0.00417956
D444.89,543299,0.00452793
D444.9,821202,0.00197279
D446.0,854456,0.000128099
D446.29,650434,6.47701e-05
D446.4,140654,0.000156038
D446.5,873020,0.000216189
D446.6,161000,1.65684e-05
D447.1,915000,0.00417956
D447.2,541299,0.00252887
D447.4,540810,0.000291594
D447.6,858211,0.000563216
D447.70,110202,0.000115774
D447.71,873020,0.000216162
D447.72,751100,4.77548e-05
D447.8,200099,0.000764803
D447.9,873020,0.000215938
D448.0,816010,0.000499463
D448.9,140678,6.40084e-05
D451.0,541899,0.00127263
D451.11,811000,0.00133126
D451.19,716013,0.00527433
D451.2,813003,0.000346743
D451.8,250400,9.57412e-05
D451.82,340299,0.00261937
D451.83,752353,0.000141905
D451.84,772540,0.00731757
D451.89,140414,0.00210633
D451.9,541640,0.00292751
D452,540622,0.00253669
D453.0,140651,2.54073e-05
D453.2,521204,0.00215188
D453.3,540212,0.000905044
D453.40,442402,0.010201
D453.41,122004,0.0377266
D453.42,545699,0.0231317
D453.50,240604,0.00101684
D453.51,140664,0.000835951
D453.52,544299,0.000417278
D453.6,640230,0.00350389
D453.71,150000,0.000143202
D453.72,140612,0.000481169
D453.73,751272,0.000376638
D453.74,140612,0.000481212
D453.75,140612,0.000481052
D453.76,240204,0.000791578
D453.77,140612,0.000480893
D453.79,543800,5.36687e-05
D453.81,630614,0.0180434
D453.82,543224,0.00290087
D453.83,10006,0.00427589
D453.84,520402,0.00858997
D453.85,640460,0.0048075
D453.86,320899,0.00765769
D453.87,640466,0.0128711
D453.89,320899,0.00255265
D453.9,450802,0.000532835
D454.0,541410,0.000557463
D454.1,751151,9.53974e-05
D454.8,161003,6.07089e-05
D454.9,870430,0.00177338
D455.0,140624,0.000744537
D455.2,320099,0.0028336
D455.3,251406,0.000444446
D455.4,140682,0.000142605
D455.5,12004,0.00105959
D455.6,543222,0.003152
D455.7,516002,6.61198e-05
D455.8,853222,0.000210535
D455.9,853161,7.68971e-06
D456.0,544220,0.000210197
D456.1,140642,0.000523401
D456.20,516002,6.62843e-05
D456.21,140620,0.000190059
D456.4,140621,0.00075469
D456.8,140646,0.000957311
D457.1,821204,0.00348749
D457.2,710600,7.62501e-05
D457.8,340106,0.00296163
D457.9,912007,9.55145e-05
D458.0,131402,0.00327729
D458.1,740402,0.000284011
D458.21,812000,0.000380224
D458.29,542622,0.0243575
D458.8,240207,0.0248907
D458.9,120802,0.0357693
D459.0,421009,0.0214223
D459.2,420208,0.00113709
D459.30,856171,0.000243134
D459.81,752263,0.00600537
D459.89,340102,0.00522233
D459.9,877235,0.0081025
D461.0,540212,0.00090515
D461.1,140612,0.000481232
D461.2,251814,0.000432949
D461.3,540212,0.00090515
D461.8,140621,0.000754559
D461.9,130606,0.00357768
D462,340299,0.00261931
D463,650616,4.16111e-05
D464.00,873020,0.000216214
D464.10,420206,0.000858103
D464.50,853161,7.60781e-06
D465.9,541814,0.00233885
D466.0,10006,0.00427589
D470,243206,0.0080954
D471.8,442608,0.00416492
D471.9,240499,8.88137e-05
D472.0,140621,0.000754663
D472.1,650226,0.000123507
D473.0,230299,0.00337561
D473.1,241000,0.00595069
D473.2,140639,0.000373223
D473.3,540212,0.000905147
D473.8,140499,0.00200143
D473.9,545299,0.00975747
D474.01,540699,0.000553364
D474.11,650616,4.16914e-05
D474.8,441002,0.000211129
