icd_code,ais_code,prob
D476.0,752600,8.63227e-05
D477.0,877732,0.00131743
D477.8,251201,0.000173901
D477.9,772550,0.00378563
D478.0,140682,0.000285202
D478.19,545022,0.0029914
D478.20,140639,0.000186591
D478.24,220202,0.00317149
D478.25,340699,0.00426762
D478.29,340608,0.00249433
D478.30,341899,0.0065344
D478.31,320213,0.0077325
D478.32,341802,0.00795137
D478.33,650699,0.00157246
D478.34,450200,3.72984e-05
D478.5,243101,0.00187117
D478.6,341499,0.0112045
D478.74,140628,0.000238778
D478.75,243400,0.000207291
D478.79,340106,0.00296163
D478.9,140646,0.000478637
D480.8,140402,0.000610216
D480.9,912020,0.00278144
D481,10006,0.00427587
D482.0,640248,0.00805559
D482.1,320213,0.0077325
D482.2,520402,0.00858997
D482.30,121002,0.00173005
D482.32,520402,0.00858997
D482.39,420404,0.00869759
D482.4,751100,4.7757e-05
D482.40,321004,0.00630178
D482.41,520402,0.00858997
D482.42,640648,0.0252343
D482.49,750761,0.00217009
D482.8,140650,1.31865e-05
D482.81,161008,0.000630294
D482.82,912020,0.00278144
D482.83,240699,0.00511523
D482.84,751100,4.77696e-05
D482.89,542832,0.0016445
D482.9,545622,0.00795998
D483.8,540626,0.0011802
D484.6,140602,8.47651e-05
D484.7,161006,0.000197229
D484.8,521404,0.000680749
D485,243402,0.000409222
D486,640260,0.0117292
D487.0,540620,0.000510156
D487.1,140620,0.000189563
D488.81,140638,8.49211e-05
D490,130802,0.00272647
D491.0,341602,0.00402315
D491.2,650416,4.69769e-05
D491.20,877210,0.0112884
D491.21,442602,0.00777576
D491.22,161006,0.000197214
D491.8,751101,7.48283e-05
D491.9,873031,0.0078519
D492.0,340107,0.00462917
D492.8,340102,0.0052223
D493.0,853001,0.000173404
D493.00,772033,0.00161802
D493.10,877134,0.00115015
D493.20,630222,0.0093196
D493.21,912012,5.19442e-05
D493.22,140426,0.00187036
D493.81,543625,0.00250869
D493.9,752462,0.00127882
D493.90,520406,0.0214962
D493.92,540699,0.000553302
D494.0,243402,0.000397181
D494.1,240299,0.000443931
D495.0,140629,5.48055e-05
D496,440102,0.0136406
D500,216000,0.000410522
D501,545022,0.0029914
D506.0,910400,3.46918e-05
D506.1,912024,0.000198594
D506.2,912014,0.00208327
D506.3,419206,0.00126298
D507.0,122004,0.0377264
D507.1,240604,0.00101689
D507.8,140402,0.000610129
D508.2,40099,0.0266812
D508.9,912008,8.35161e-05
D510.0,413000,0.00133489
D510.9,440810,0.00995644
D511.0,770530,0.00148138
D511.1,451099,0.000708849
D511.81,419200,0.00036405
D511.89,421206,0.00660709
D511.9,122004,0.037113
D512.0,752172,0.00421883
D512.1,330299,0.0112449
D512.2,630212,0.00242884
D512.81,640464,0.000590097
D512.82,251205,0.00039791
D512.83,150200,3.15294e-05
D512.84,330299,0.0112446
D512.89,770510,0.00924499
D513.0,340106,0.00296159
D513.1,440805,0.0111925
D514,441200,0.0118861
D515,820202,0.00181029
D516.0,870499,0.00607673
D516.1,240604,0.00101685
D516.31,650232,0.000135004
D516.33,400099,0.000823774
D516.34,251201,0.000173887
D516.8,854455,3.38611e-05
D517.8,540212,0.000901532
D518.0,630614,0.0180396
D518.1,442209,0.00953997
D518.2,161001,2.35768e-05
D518.3,752361,6.61111e-05
D518.4,545010,0.00324922
D518.51,12008,0.0371633
D518.52,440102,0.0136513
D518.53,12008,0.00826865
D518.6,853221,2.30677e-05
D518.7,422206,0.00317433
D518.81,132299,0.0316494
D518.82,441200,0.0118861
D518.83,640220,0.00182918
D518.84,870499,0.00607674
D518.89,442402,0.0102103
D519.00,752801,6.65487e-05
D519.01,820099,0.00275649
D519.02,441450,0.00115418
D519.09,140676,0.00127553
D519.11,545026,0.00337241
D519.19,131299,0.00538222
D519.2,340107,0.00462917
D519.4,340102,0.0052223
D519.8,650626,0.000940738
D519.9,450209,0.000144157
D520.0,772020,0.000456351
D520.6,320299,0.00145141
D520.9,250605,0.000156422
D521.00,442608,0.00416486
D521.02,251814,0.000352386
D521.03,250608,0.000195928
D521.08,250808,0.000155041
D521.09,542814,0.0032044
D521.20,853351,6.0073e-05
D521.81,752272,0.000357087
D521.89,854221,7.54998e-05
D522.0,857300,7.71134e-05
D522.4,541620,0.000312549
D522.5,250604,0.000939638
D522.6,250607,0.000104016
D522.8,441800,0.0011184
D523.10,140440,0.000344173
D523.40,520604,0.000559371
D523.5,740402,0.000283983
D523.8,752553,0.000366891
D523.9,422004,0.000753667
D524.0,710600,2.54415e-05
D524.00,250603,0.000139781
D524.20,250616,0.000272845
D524.24,250605,0.000156407
D524.29,250611,0.000336208
D524.30,243204,0.000611116
D524.34,251402,0.000816832
D524.39,250615,0.000104521
D524.4,131899,0.00885632
D524.6,870410,0.00186457
D524.60,251604,0.000516612
D524.62,640268,0.00079629
D524.69,541899,0.00127258
D524.89,251604,0.000515466
D524.9,250607,0.000104136
D525.10,543620,0.00093859
D525.11,441422,0.0148892
D525.3,251404,2.24079e-05
D525.40,250602,0.000467697
D525.42,251404,0.000113149
D525.50,441422,0.0148895
D525.51,243204,0.000609699
D525.8,131299,0.0053822
D525.9,521199,0.000865888
D526.1,241699,0.00126573
D526.2,250607,0.000311305
D526.4,250615,0.000104558
D527.2,857400,0.000128885
D527.5,873032,0.000663779
D527.7,878154,0.00165129
D527.8,140632,0.000277121
D527.9,340212,0.0039578
D528.00,140604,0.000134659
D528.02,161004,1.59345e-05
D528.2,910800,0.00149563
D528.3,251236,0.00216639
D528.5,250400,9.68621e-05
D528.6,250608,0.000201765
D528.9,830506,0.00490951
D529.0,541499,0.000401497
D529.8,752611,0.000550131
D530.0,752652,0.00158054
D530.10,820606,0.00183307
D530.11,320899,0.00255264
D530.12,650232,0.000135005
D530.13,544214,0.000830454
D530.19,340199,0.00417396
D530.20,320602,0.00168645
D530.21,520606,0.00145487
D530.3,440899,0.007966
D530.4,440810,0.00995646
D530.5,520606,0.00145495
D530.6,510202,8.31629e-05
D530.7,720204,0.0031656
D530.8,877120,0.000322973
D530.81,878151,0.0194997
D530.82,250400,9.67066e-05
D530.85,120199,0.00494279
D530.89,858200,0.0003028
D530.9,441412,0.000246948
D531.10,121002,0.00173004
D531.4,650216,2.74139e-05
D531.40,543699,0.00154505
D531.70,140204,0.000676079
D531.9,912000,7.16629e-05
D531.90,440899,0.0079655
D531.91,161001,2.35881e-05
D532.0,730099,0.000540252
D532.00,853161,7.71427e-06
D532.10,520699,0.000568487
D532.30,740220,0.000251694
D532.40,521102,0.00539032
D532.60,856101,7.94021e-05
D532.70,541812,0.000491414
D532.90,820606,0.00183307
D533.20,541420,0.000215779
D533.40,210602,7.86588e-06
D533.70,730699,0.00105385
D533.9,310099,0.00204568
D533.90,712005,0.00271367
D534.00,320899,0.00255261
D534.90,240604,0.00101668
D535.00,772099,0.000962689
D535.01,751272,0.000376652
D535.10,650426,0.000943617
D535.11,441402,5.26381e-05
D535.30,241699,0.00126685
D535.4,241699,0.00126688
D535.40,441452,0.00260465
D535.41,856101,7.94018e-05
D535.5,854172,8.06274e-05
D535.50,440899,0.00796602
D535.51,140422,0.00149863
D535.6,210600,1.21659e-05
D535.60,440899,0.00796602
D535.61,751100,4.77072e-05
D535.70,854456,0.000128
D536.2,854172,8.07282e-05
D536.3,814008,0.00545229
D536.41,540620,0.000510308
D536.42,857551,0.00364071
D536.49,541024,0.00240823
D536.8,544010,0.00120726
D536.9,856101,7.93749e-05
D537.0,542899,0.00163333
D537.1,450802,0.00053278
D537.2,516000,7.57039e-05
D537.3,650434,6.47143e-05
D537.4,140620,0.000190066
D537.82,251211,0.000827189
D537.83,140678,6.34305e-05
D537.89,543210,0.00154576
D537.9,140608,0.000679182
D539.89,320602,0.00168641
D540.0,650616,4.17234e-05
D540.9,752212,0.000446266
D541,541420,0.000215789
D543.9,241099,0.00368546
D550.10,750761,0.00217011
D550.11,650216,2.74162e-05
D550.9,543020,0.00137218
D550.90,340606,0.00335655
D550.92,542299,0.0020725
D551.9,140650,1.32074e-05
D552.1,210802,0.000296663
D552.20,542022,0.000474226
D552.21,545026,0.00337241
D552.29,544899,0.00230964
D552.3,753200,0.000122277
D553.00,730604,0.000659151
D553.1,521102,0.00538863
D553.20,510800,0.00165498
D553.21,544899,0.00230964
D553.29,770530,0.00296269
D553.3,520406,0.0108468
D553.8,650412,0.00423917
D553.9,251222,0.001114
D555.0,640424,0.00024756
D555.1,753200,0.000127454
D555.9,752572,0.00338864
D556.1,751361,0.000367819
D556.5,853151,6.3283e-06
D556.6,650634,4.69081e-05
D556.8,853001,0.000173189
D556.9,640446,0.00257663
D557.0,440102,0.0136513
D557.1,521102,0.00539037
D557.9,640642,0.0205097
D558.1,419204,0.000883272
D558.9,543299,0.00452788
D560.0,543624,0.000937768
D560.1,440102,0.0136512
D560.2,440610,0.000325674
D560.3,250602,0.000233999
D560.32,710099,0.00137267
D560.81,640270,0.0103847
D560.89,320213,0.0077325
D560.9,440102,0.0136513
D562.00,816012,0.00174041
D562.01,854351,8.48367e-05
D562.02,650432,3.53315e-05
D562.1,250400,9.68744e-05
D562.10,640610,0.00631335
D562.11,640272,0.0038721
D562.12,321006,0.00157222
D562.13,853271,4.42275e-05
D564.00,440102,0.0136461
D564.09,640412,0.00494181
D564.1,640610,0.00631467
D564.2,800099,0.000402102
D564.81,630666,0.0286341
D564.89,710606,0.00145994
D564.9,650228,4.1791e-05
D565.0,750731,0.000140914
D565.1,543624,0.000938924
D566,340212,0.00395785
D567.0,541424,8.02551e-05
D567.21,510606,0.00432921
D567.22,440102,0.0136513
D567.23,854456,0.000127135
D567.29,874031,0.00098176
D567.31,854111,7.84054e-05
D567.38,541099,0.00328962
D567.81,541224,0.000857928
D567.82,854362,0.000252576
D567.89,545222,0.0175548
D567.9,858172,0.00427933
D568.0,520406,0.0108469
D568.81,140689,0.0124075
D568.89,440102,0.0136513
D569.1,441414,0.00035146
D569.2,251200,5.79935e-05
D569.3,545026,0.00337243
D569.41,140649,0.00178421
D569.49,874010,0.000180382
D569.5,544420,0.000549937
D569.62,751101,7.48417e-05
D569.69,320213,0.0077325
D569.71,250603,0.00013978
D569.79,161003,4.91397e-05
D569.81,320213,0.0077325
D569.82,321006,0.00157222
D569.83,541024,0.00240846
D569.84,140656,2.23559e-05
D569.85,811003,0.000246214
D569.89,821204,0.0034875
D569.9,541010,0.000956248
D570,545410,0.0133748
D571.0,251402,0.000808449
D571.1,12002,0.00233196
D571.2,542620,0.0068378
D571.3,251402,0.0008166
D571.40,140210,0.00027776
D571.42,140631,0.000570703
D571.5,422002,0.0051897
D571.6,750511,0.000744534
D571.8,640610,0.00631468
D571.9,544426,0.00212335
D572.0,856272,0.00462911
D572.2,441006,0.00142663
D572.3,752401,0.00227172
D572.4,544240,0.000365591
D572.8,442608,0.00416487
D573.0,130602,0.003525
D573.3,640628,0.00297254
D573.4,541099,0.00164482
D573.8,650610,0.00754095
D573.9,510802,0.00305695
D574.00,710600,2.54362e-05
D574.10,541222,0.00203951
D574.11,450209,0.000144286
D574.2,751100,3.73622e-05
D574.20,770710,0.0017095
D574.21,856101,7.94231e-05
D574.30,161003,6.07181e-05
D574.40,161003,6.0752e-05
D574.50,150000,0.000142957
D574.51,854000,4.62549e-05
D575.0,520099,0.00187952
D575.10,320410,0.0190124
D575.11,541299,0.00252895
D575.12,544010,0.00120734
D575.2,542022,0.000474601
D575.3,854000,4.6269e-05
D575.4,520099,0.00187944
D575.6,857261,0.000416186
D575.8,320208,0.00251795
D575.9,216002,0.000317266
D576.1,750511,0.000744397
D576.2,521199,0.000866668
D576.4,544826,0.00196474
D576.8,540224,0.00442019
D576.9,816012,0.00174045
D577.0,640466,0.0128711
D577.1,878151,0.019714
D577.2,541099,0.00164482
D577.8,520404,0.00487695
D577.9,772020,0.000456439
D578.0,440899,0.0079647
D578.1,858172,0.00428123
D578.9,716013,0.00527432
D579.0,520606,0.00145496
D579.3,543224,0.00290096
D579.9,853171,4.70587e-05
D580.89,240603,0.00158903
D580.9,161006,0.000197234
D581.0,450202,1.8896e-05
D581.2,251002,4.71896e-05
D581.9,520804,0.00420989
D582.81,858153,0.000521716
D582.9,442204,0.000232532
D583.1,650632,3.68996e-05
D583.2,110602,8.84558e-06
D583.4,140656,2.23739e-05
D583.6,520408,0.00442967
D583.8,161003,6.07031e-05
D583.81,240599,0.0104877
D583.89,410099,0.000696022
D583.9,800099,0.000400918
D584.5,420212,0.0104096
D584.6,853161,7.70573e-06
D584.8,540899,0.000280091
D584.9,140470,0.0124521
D585.1,243099,0.000179958
D585.2,751900,0.000770505
D585.3,640230,0.00350387
D585.4,541640,0.00292742
D585.5,840406,0.00129586
D585.6,640406,0.00684007
D585.9,140470,0.0124543
D586,442608,0.00416487
D587,140416,0.00239482
D588.0,520606,0.00145496
D588.1,442205,3.59769e-05
D588.81,543299,0.00452793
D588.89,520802,0.00262162
D588.9,710402,3.02824e-05
D590.10,840406,0.00129592
D590.2,540623,0.000865114
D590.80,750952,0.00148974
D590.9,912000,7.21342e-05
D591,545299,0.00975773
D592.0,720602,0.00501816
D592.1,510604,0.00122311
D592.9,210800,0.000352731
D593.0,450202,1.87789e-05
D593.1,640678,6.1291e-05
D593.2,520206,0.00658273
D593.3,541610,0.000261921
D593.4,140422,0.00149865
D593.5,441699,0.000860187
D593.7,854455,3.38053e-05
D593.70,544826,0.00196475
D593.81,640401,0.00730065
D593.89,858172,0.00428108
D593.9,630204,0.027931
D594.1,240604,0.00101679
D594.2,540699,0.0005534
D594.9,450200,7.44432e-05
D595.0,140656,2.23522e-05
D595.1,516004,0.000700753
D595.2,711005,8.63226e-05
D595.82,854455,3.37238e-05
D595.9,421002,0.013214
D596.0,413000,0.00133478
D596.1,650632,3.69032e-05
D596.2,820499,0.00158522
D596.3,770510,0.0092471
D596.4,110403,0.00198902
D596.5,240416,0.000266776
D596.51,821202,0.0019727
D596.54,630666,0.0286341
D596.59,640610,0.00631414
D596.6,543222,0.00315203
D596.7,545030,0.0043371
D596.81,251806,0.000266127
D596.82,540640,0.000401213
D596.89,650626,0.000940494
D596.9,752400,9.29871e-05
D597.80,544222,8.03462e-05
D598.00,544420,0.000549994
D598.1,420299,0.000662046
D598.2,540699,0.000553385
D598.8,544820,0.00238286
D598.9,140450,0.0021067
D599.0,440807,0.0433788
D599.1,540622,0.0025361
D599.4,541220,0.00130316
D599.60,650626,0.000940708
D599.69,751352,0.000445183
D599.70,640260,0.0117348
D599.71,422002,0.00518974
D599.72,750961,0.000790446
D599.84,640622,0.0116439
D599.89,543222,0.00315211
D599.9,140638,8.50325e-05
D600.00,442402,0.0100772
D600.01,630499,0.0229931
D600.20,544210,0.000413897
D600.90,450211,0.000418578
D600.91,544024,0.00142107
D601.0,752800,5.96546e-05
D601.1,541810,0.000434647
D601.8,813000,0.000922735
D601.9,640206,0.000990723
D602.1,752400,9.29881e-05
D602.3,450200,3.72916e-05
D602.8,853000,5.68545e-05
D602.9,541622,0.00039257
D603.8,814000,0.00159131
D603.9,716013,0.00527433
D604.90,544010,0.00120728
D605,543010,0.00203199
D607.1,251000,2.27558e-05
D607.2,251000,2.27125e-05
D607.3,640462,0.00923041
D607.81,442205,3.60431e-05
D607.83,420404,0.00869759
D607.84,251804,0.00104328
D607.89,772430,0.000374942
D607.9,640246,0.0018498
D608.0,816004,0.00146489
D608.20,544699,0.00535707
D608.4,140442,0.000290164
D608.83,544610,0.00339897
D608.86,716013,0.00527433
D608.89,543699,0.00154505
D608.9,650499,0.00311714
D610.0,750621,0.000120648
D610.1,912000,7.16943e-05
D610.2,912000,7.16943e-05
D610.3,161003,6.07011e-05
D610.8,912000,7.18412e-05
D611.1,542210,0.00137489
D611.71,410600,0.000176089
D611.72,140639,0.000186595
D611.79,410402,7.06714e-05
D611.9,441002,0.000211099
D614.1,510202,8.31529e-05
D614.3,544820,0.00238144
D614.6,544820,0.00238274
D614.9,251000,2.27481e-05
D616.10,540622,0.00253653
D616.2,216002,0.000317231
D616.3,441410,7.64864e-05
D617.0,140693,1.62175e-05
D617.2,544820,0.00238176
D617.9,541422,0.000354934
D618.01,853161,7.71703e-06
D618.1,853171,4.7072e-05
D618.5,140651,2.60823e-05
D619.1,856161,5.39756e-05
D620.0,650624,0.000570248
D620.1,540299,0.00117105
D620.2,878153,0.00176367
D620.8,840500,0.000683872
D620.9,140621,0.000754668
D621.2,541612,0.000382081
D621.30,640284,8.80252e-05
D621.4,545299,0.00975501
D621.8,650600,0.00112016
D623.5,541222,0.0020395
D623.8,320406,0.00696065
D623.9,131204,0.0103723
D624.5,545620,0.00383377
D624.8,140446,0.000364753
D625.0,772570,0.000362164
D625.2,150408,0.000633162
D625.4,441410,7.64824e-05
D625.6,772089,0.00113713
D625.8,422099,0.00156995
D625.9,650600,0.00112016
D626.1,545420,0.00230133
D626.2,650626,0.000940557
D626.6,650616,4.17205e-05
D626.8,251002,4.73193e-05
D627.1,541612,0.000382075
D627.2,853151,6.45351e-06
D627.3,840600,0.000528455
D627.4,853331,6.4706e-05
D627.8,854222,5.30693e-05
D627.9,858254,0.00463217
D629.89,856151,1.77873e-05
D632,544499,0.0014296
D634.11,545224,0.0041887
D634.21,545224,0.00418871
D634.71,545224,0.0041887
D640.03,210099,0.000882976
D640.83,140629,5.56358e-05
D641.20,545299,0.0195141
D641.21,422299,0.00883649
D641.23,545220,0.00809418
D642.03,441408,0.000151037
D642.34,856101,7.94114e-05
D642.44,210402,1.53025e-05
D642.93,877199,0.000608543
D643.23,640278,1.60055e-05
D643.83,140693,1.62438e-05
D644.03,772570,0.000361282
D644.10,640278,1.60484e-05
D644.13,210402,1.56315e-05
D644.20,545299,0.00975633
D644.21,150408,0.000633197
D646.11,877199,0.000608518
D646.33,853221,2.30486e-05
D646.61,854111,7.85095e-05
D646.63,640218,0.000242761
D646.73,544222,8.02122e-05
D646.83,545224,0.00418763
D646.93,852004,0.000294019
D647.2,640478,0.000123278
D647.63,853221,2.30669e-05
D647.83,544222,8.0342e-05
D648.13,858200,0.000302817
D648.21,877199,0.000608518
D648.23,730604,0.0006593
D648.24,854331,4.24648e-05
D648.31,542810,0.000609817
D648.33,854221,7.55047e-05
D648.40,854455,3.38538e-05
D648.41,422299,0.00883649
D648.43,730604,0.0006593
D648.44,140650,1.3226e-05
D648.73,877199,0.000608545
D648.80,853361,6.18266e-05
D648.83,821299,0.0024982
D648.90,520899,0.00223232
D648.91,421802,0.00606736
D648.93,716032,0.00200049
D648.94,853352,0.000266955
D649.01,422299,0.00883649
D649.03,730604,0.0006593
D649.13,858200,0.000302714
D649.31,150408,0.000633213
D649.43,544222,8.01699e-05
D649.63,544220,0.000201427
D651.33,854221,7.55638e-05
D652.21,877199,0.000608534
D652.23,110009,5.18578e-05
D654.00,853161,7.55434e-06
D654.01,910600,3.06449e-05
D654.13,161001,2.35794e-05
D654.21,910600,3.06449e-05
D654.23,730604,0.0006593
D654.4,310600,0.000207787
D656.11,140606,0.000129278
D656.13,310202,0.000375396
D656.40,877120,0.000322992
D656.41,545224,0.0041875
D656.83,910600,3.05258e-05
D659.53,857300,7.7283e-05
D659.63,854221,7.55041e-05
D659.71,422299,0.00883647
D659.73,640414,0.000454987
D663.11,910600,3.0649e-05
D663.21,650616,4.16622e-05
D665.64,856100,1.80531e-05
D665.7,856163,0.000250345
D665.90,441408,0.000151031
D666.24,140650,1.31692e-05
D666.34,856173,0.000281149
D670.20,441430,0.000230598
D674.54,856101,7.94147e-05
D680.6,810600,3.63919e-05
D680.8,751100,4.77015e-05
D680.9,711005,8.59842e-05
D681.0,710600,2.54465e-05
D681.00,716028,0.00949805
D681.01,716027,0.00176845
D681.02,874034,0.000826172
D681.10,858273,0.00793834
D681.11,858211,0.000563213
D682.0,650402,0.00537746
D682.1,520206,0.00335965
D682.2,545026,0.00337234
D682.3,716017,0.0047403
D682.4,716027,0.00353675
D682.5,541612,0.000381436
D682.6,915006,0.0160661
D682.7,816022,0.00496199
D682.8,241699,0.00126687
D682.9,441450,0.00115406
D683,912007,9.55374e-05
D684,751251,0.000265263
D685.1,250610,0.000133129
D686.00,140638,8.4958e-05
D686.1,650616,4.1703e-05
D686.8,854112,0.000214862
D686.9,772540,0.00731762
D690.10,752211,0.000219023
D691.8,545022,0.00299131
D692.3,811001,0.00133926
D692.4,510202,7.9727e-05
D692.6,541099,0.00164459
D692.71,140442,0.000290174
D692.76,912006,1.99234e-05
D692.77,912007,9.55155e-05
D692.82,912006,1.98795e-05
D692.89,542099,0.00053639
D692.9,830099,0.00288424
D693.0,140618,0.00369217
D693.1,241699,0.00126688
D694.5,857400,0.000128767
D695.0,140678,6.40103e-05
D695.10,752313,0.000211281
D695.15,140438,0.000269288
D695.2,854456,0.00012819
D695.3,772089,0.00114624
D695.4,140662,0.000699427
D695.89,912008,8.34494e-05
D695.9,856162,0.000750321
D696.0,140610,0.00214551
D696.1,877235,0.00806676
D696.3,140693,1.61348e-05
D696.5,450804,3.3318e-05
D696.8,858221,0.000656786
D697.0,751271,0.000139994
D698.1,750761,0.00216979
D698.3,450202,1.8902e-05
D698.4,140675,0.000163923
D698.8,816006,0.00246622
D698.9,857572,0.00727906
D700,840500,0.00068387
D701.0,752500,0.000268244
D701.1,630299,0.000800369
D701.2,150202,6.6716e-05
D701.4,110099,0.000343721
D701.8,854465,3.24124e-05
D701.9,740210,0.000163502
D702.0,840405,0.000342431
D702.19,720608,0.00034195
D702.8,140630,0.000153685
D703.0,650434,6.47649e-05
D703.8,853151,6.40616e-06
D703.9,713005,0.000865694
D704.00,771020,0.000273164
D704.1,752311,3.06537e-05
D704.8,716004,0.00243401
D705.1,140630,0.000153725
D705.81,541622,0.000392567
D705.83,770520,0.00231017
D706.1,752621,0.000170753
D706.2,877134,0.0011505
D706.8,858121,0.000176006
D707.00,419200,0.000364061
D707.01,640650,0.0107138
D707.02,10010,0.00490057
D707.03,320412,0.0176103
D707.04,853371,0.000529927
D707.05,140426,0.00374073
D707.06,540699,0.00055339
D707.07,820899,0.00361331
D707.09,640648,0.0252343
D707.10,542824,0.000671791
D707.11,650622,0.000776564
D707.12,640404,0.000326233
D707.13,854462,0.000294247
D707.14,856101,0.000317649
D707.15,543299,0.00452739
D707.19,858253,0.00208794
D707.20,640648,0.0252343
D707.21,320412,0.0176158
D707.22,640650,0.0107138
D707.23,122899,0.00343449
D707.24,650410,0.00519217
D707.25,820899,0.00361353
D707.8,770099,0.00280624
D707.9,545010,0.00324923
D708.0,772571,0.000796877
D708.3,854455,3.36562e-05
D708.9,140407,0.00274764
D709.00,100099,2.10982e-05
D709.01,450213,0.000101573
D709.09,140690,0.000613667
D709.2,650622,0.000776404
D709.3,410802,0.00738481
D709.4,716004,0.00243376
D709.8,752401,0.00227172
D709.9,541222,0.00203949
D710.0,630210,0.00407546
D710.1,442203,0.000268666
D710.2,441699,0.000860006
D710.3,140608,0.000679439
D710.4,541828,0.000239642
D710.9,410099,0.000660729
D711.00,140446,0.00036465
D711.01,856161,5.38926e-05
D711.02,712000,0.00108916
D711.03,740400,0.000287787
D711.04,716002,0.000357086
D711.05,853251,6.80462e-05
D711.06,752451,0.000256436
D711.94,752663,0.0010328
D712.26,853361,6.18224e-05
D712.30,752000,0.000551604
D712.34,853000,5.76444e-05
D712.35,140654,7.80468e-05
D712.36,874099,0.000516677
D712.37,840405,0.000342348
D712.38,140678,6.36773e-05
D713.5,858121,0.000176199
D714.0,878151,0.0196823
D714.1,140654,7.79301e-05
D714.3,852004,0.000297043
D714.30,721204,0.00163498
D714.81,544222,8.02303e-05
D714.9,858161,0.00246809
D715.0,140648,0.000164324
D715.00,650226,0.000247034
D715.04,441411,0.000336074
D715.09,771020,0.000273347
D715.10,853161,7.70475e-06
D715.11,771020,0.000273315
D715.14,873099,0.000780319
D715.15,874032,0.00167922
D715.16,800099,0.0004021
D715.18,800099,0.0004021
D715.26,874010,9.39324e-05
D715.3,300099,0.000555652
D715.30,771010,0.000205266
D715.31,650499,0.00311715
D715.32,751100,4.77223e-05
D715.33,753200,0.000127481
D715.34,752352,0.000681053
D715.35,545420,0.0023023
D715.36,630260,0.00291004
D715.37,441699,0.000860061
D715.38,110099,0.00034366
D715.8,753200,0.000127513
D715.80,877110,9.99796e-05
D715.89,772520,0.000380621
D715.9,751221,0.000266776
D715.90,630222,0.00931483
D715.91,840801,0.00061833
D715.93,752111,0.00071145
D715.94,730699,0.00105448
D715.95,521299,0.00164216
D715.96,830399,0.00320043
D715.97,840200,0.00132067
D715.98,241699,0.00126648
D716.00,650230,5.29476e-05
D716.1,410600,0.000176377
D716.10,441430,0.00023059
D716.11,751151,9.53438e-05
D716.12,751100,4.76984e-05
D716.15,853351,6.01223e-05
D716.16,874099,0.000516676
D716.17,854001,8.0382e-05
D716.18,640210,0.000184381
D716.46,840407,0.00105957
D716.50,140639,0.000372978
D716.60,420202,0.000487411
D716.65,853161,7.70455e-06
D716.80,140604,0.000134803
D716.86,873020,0.000215876
D716.88,140629,5.56401e-05
D716.9,441430,0.000230598
D716.90,716028,0.00941705
D716.91,545099,0.00100883
D716.92,752113,9.48068e-05
D716.93,772020,0.000456391
D716.94,520606,0.00145489
D716.95,870430,0.00177339
D716.96,131602,0.0024611
D716.97,545099,0.00100883
D716.98,710099,0.0013926
D716.99,814002,0.0010964
D717.0,544410,0.00220049
D717.3,442208,0.000321467
D717.40,854171,2.04223e-05
D717.5,541699,0.000669667
D717.6,853001,0.000164806
D717.7,830502,0.00257639
D717.9,874020,0.000625821
D718.01,740600,0.000746966
D718.05,640678,6.13777e-05
D718.07,854454,0.000314503
D718.08,442208,0.000321446
D718.09,750500,4.18126e-05
D718.12,753200,0.000254953
D718.15,873020,0.000428832
D718.17,640408,0.00106105
D718.21,721002,0.00246022
D718.31,770720,0.001023
D718.32,853351,6.01344e-05
D718.34,240499,8.87836e-05
D718.35,856271,0.000142104
D718.37,854463,8.35431e-05
D718.38,812000,0.000380229
D718.42,912018,0.000117871
D718.43,650226,0.000123437
D718.44,540625,0.00128323
D718.45,640600,0.000780747
D718.46,840400,0.00265161
D718.47,854000,4.62728e-05
D718.48,750761,0.00217002
D718.49,521006,0.00151698
D718.56,753200,0.000127382
D718.57,857300,7.73424e-05
D718.65,857471,0.00370641
D718.80,752452,0.00260743
D718.81,751111,6.29242e-05
D718.82,772020,0.000455612
D718.83,752553,0.00036695
D718.84,752500,0.000267934
D718.85,873032,0.000664217
D718.86,751800,0.000710227
D718.87,544410,0.00220096
D718.88,873020,0.000215791
D718.91,650216,2.723e-05
D718.95,873010,0.000417836
D718.97,854001,8.04077e-05
D719.00,840502,0.000755596
D719.01,640422,0.00534163
D719.02,716015,0.000320114
D719.03,251213,0.00064111
D719.05,856101,0.000238195
D719.06,877710,0.0211073
D719.07,140621,0.000754632
D719.08,840300,0.000189863
D719.09,856163,0.000213454
D719.10,874032,0.00167922
D719.15,853361,6.18198e-05
D719.16,840406,0.00129592
D719.17,877110,7.25759e-05
D719.18,840602,0.000258276
D719.4,650630,4.16561e-05
D719.40,441450,0.00115418
D719.41,122702,0.01093
D719.42,857572,0.00727901
D719.43,340199,0.00417386
D719.44,752554,0.000723197
D719.45,410800,0.00631822
D719.46,540222,0.00381916
D719.47,857352,0.00285392
D719.48,857300,7.73424e-05
D719.49,241699,0.00126687
D719.50,873020,0.000216166
D719.51,873010,0.000417771
D719.54,853221,2.30788e-05
D719.55,857300,7.74382e-05
D719.57,854000,4.61729e-05
D719.6,771020,0.000273363
D719.60,853161,7.68373e-06
D719.61,853151,6.441e-06
D719.66,874099,0.000515742
D719.67,857451,0.0038552
D719.68,771020,0.000273359
D719.7,441089,0.00600645
D719.82,341606,0.00412949
D719.84,740200,6.38493e-05
D719.85,853171,4.70548e-05
D719.86,854351,8.40711e-05
D719.88,140639,0.000186582
